id,category,category,category,category,category
9950,cs,,stat,cs,cs
9951,cs,,cs,cs,cs
9952,math,,math,cs,math
9953,physics,,physics,physics,physics
9954,stat,,cs,cs,stat
9955,stat,,cs,cs,cs
9956,math,,math,math,math
9957,stat,,stat,stat,stat
9958,cs,,cs,stat,cs
9959,stat,,stat,math,cs
9960,cs,,cs,cs,cs
9961,cs,,cs,cs,cs
9962,cs,,cs,cs,cs
9963,stat,,stat,stat,stat
9964,stat,,stat,cs,stat
9965,math,,math,math,math
9966,stat,,stat,stat,stat
9967,cs,,cs,cs,cs
9968,stat,,stat,cs,stat
9969,stat,,stat,stat,stat
9970,math,,math,math,math
9971,stat,,stat,stat,stat
9972,math,,math,math,math
9973,cs,,cs,cs,cs
9974,physics,,physics,physics,physics
9975,physics,,physics,physics,physics
9976,stat,,stat,cs,stat
9977,cs,,cs,cs,cs
9978,math,,math,math,math
9979,math,,math,math,math
9980,stat,,stat,stat,stat
9981,physics,,stat,physics,physics
9982,physics,,physics,physics,physics
9983,cs,,cs,cs,cs
9984,stat,,stat,stat,stat
9985,physics,,cs,cs,physics
9986,math,,math,math,math
9987,cs,,cs,cs,cs
9988,math,,math,math,math
9989,stat,,cs,stat,stat
9990,physics,,physics,physics,physics
9991,math,,math,math,math
9992,math,,math,math,math
9993,cs,,cs,cs,cs
9994,stat,,cs,cs,stat
9995,stat,,stat,cs,stat
9996,cs,,cs,cs,cs
9997,cs,,cs,cs,cs
9998,physics,,cs,physics,physics
9999,stat,,stat,stat,stat
10000,math,,math,math,math
10001,cs,,math,math,cs
10002,physics,,physics,physics,physics
10003,math,,math,math,math
10004,cs,,cs,cs,cs
10005,cs,,cs,cs,cs
10006,math,,math,math,math
10007,math,,math,math,math
10008,math,,math,math,math
10009,cs,,stat,cs,cs
10010,physics,,physics,physics,physics
10011,stat,,stat,physics,stat
10012,physics,,physics,physics,physics
10013,math,,math,math,math
10014,cs,,cs,cs,stat
10015,stat,,stat,stat,stat
10016,math,,math,math,math
10017,physics,,physics,physics,physics
10018,cs,,stat,stat,stat
10019,stat,,stat,stat,stat
10020,physics,,physics,physics,physics
10021,cs,,cs,cs,cs
10022,cs,,cs,cs,cs
10023,stat,,stat,stat,stat
10024,cs,,cs,cs,cs
10025,math,,math,math,math
10026,cs,,cs,cs,cs
10027,cs,,cs,cs,cs
10028,math,,math,math,math
10029,cs,,cs,cs,cs
10030,cs,,stat,cs,cs
10031,math,,math,math,math
10032,stat,,stat,stat,stat
10033,math,,math,math,math
10034,math,,math,cs,math
10035,math,,math,math,math
10036,cs,,cs,cs,cs
10037,physics,,physics,physics,physics
10038,cs,,cs,cs,cs
10039,cs,,cs,cs,cs
10040,cs,,cs,cs,cs
10041,cs,,cs,cs,cs
10042,stat,,cs,cs,stat
10043,stat,,stat,stat,stat
10044,cs,,math,math,math
10045,physics,,physics,physics,physics
10046,math,,math,math,math
10047,math,,math,math,math
10048,cs,,stat,cs,cs
10049,math,,math,math,math
10050,cs,,stat,stat,stat
10051,math,,math,math,math
10052,physics,,cs,cs,physics
10053,physics,,physics,physics,physics
10054,physics,,physics,physics,physics
10055,math,,math,math,math
10056,physics,,physics,physics,physics
10057,math,,math,math,math
10058,math,,math,math,stat
10059,cs,,cs,cs,cs
10060,math,,math,math,math
10061,stat,,math,math,stat
10062,math,,math,math,math
10063,cs,,cs,cs,cs
10064,cs,,cs,cs,cs
10065,cs,,stat,stat,stat
10066,physics,,physics,physics,physics
10067,physics,,physics,physics,physics
10068,math,,math,math,math
10069,physics,,physics,physics,physics
10070,math,,math,math,math
10071,physics,,physics,physics,physics
10072,cs,,cs,cs,cs
10073,physics,,physics,physics,physics
10074,cs,,cs,cs,cs
10075,cs,,cs,cs,cs
10076,cs,,cs,cs,stat
10077,physics,,cs,cs,cs
10078,stat,,stat,stat,stat
10079,stat,,stat,stat,stat
10080,cs,,stat,cs,cs
10081,cs,,cs,cs,cs
10082,math,,math,math,math
10083,cs,,cs,cs,cs
10084,math,,math,math,math
10085,stat,,stat,stat,stat
10086,math,,math,math,math
10087,math,,math,math,math
10088,cs,,cs,cs,cs
10089,math,,math,math,math
10090,math,,math,math,math
10091,stat,,stat,stat,stat
10092,stat,,stat,stat,physics
10093,stat,,stat,cs,stat
10094,stat,,stat,cs,stat
10095,cs,,cs,cs,cs
10096,physics,,physics,physics,physics
10097,math,,math,math,math
10098,stat,,stat,stat,stat
10099,math,,math,math,math
10100,physics,,physics,physics,physics
10101,math,,math,math,math
10102,math,,math,math,math
10103,stat,,stat,stat,stat
10104,stat,,math,math,math
10105,physics,,physics,physics,physics
10106,math,,math,math,math
10107,cs,,cs,cs,cs
10108,physics,,physics,physics,physics
10109,cs,,cs,cs,cs
10110,physics,,physics,physics,physics
10111,physics,,physics,physics,physics
10112,stat,,stat,stat,stat
10113,cs,,cs,cs,cs
10114,stat,,math,math,math
10115,cs,,cs,cs,cs
10116,physics,,physics,physics,physics
10117,physics,,physics,physics,physics
10118,stat,,stat,cs,stat
10119,physics,,physics,physics,physics
10120,cs,,cs,cs,cs
10121,cs,,cs,cs,cs
10122,stat,,stat,cs,stat
10123,math,,math,math,math
10124,physics,,physics,physics,physics
10125,cs,,cs,cs,cs
10126,cs,,physics,cs,cs
10127,physics,,physics,physics,physics
10128,physics,,physics,physics,physics
10129,physics,,physics,physics,physics
10130,math,,math,math,math
10131,physics,,physics,physics,physics
10132,physics,,cs,cs,cs
10133,physics,,physics,physics,physics
10134,physics,,physics,physics,physics
10135,physics,,physics,physics,physics
10136,stat,,stat,cs,stat
10137,cs,,stat,cs,stat
10138,stat,,stat,stat,stat
10139,physics,,math,stat,math
10140,physics,,physics,physics,physics
10141,cs,,stat,stat,stat
10142,stat,,stat,stat,stat
10143,stat,,stat,stat,stat
10144,cs,,cs,cs,cs
10145,stat,,stat,stat,stat
10146,physics,,physics,physics,physics
10147,cs,,cs,cs,cs
10148,stat,,stat,math,stat
10149,stat,,stat,stat,stat
10150,physics,,physics,physics,physics
10151,cs,,cs,cs,cs
10152,cs,,cs,cs,physics
10153,physics,,physics,physics,physics
10154,math,,math,math,math
10155,cs,,cs,cs,cs
10156,physics,,physics,physics,physics
10157,physics,,physics,physics,physics
10158,math,,math,math,math
10159,math,,math,math,math
10160,cs,,cs,cs,cs
10161,cs,,cs,cs,cs
10162,physics,,physics,physics,physics
10163,math,,math,math,math
10164,math,,math,math,math
10165,math,,math,math,math
10166,physics,,physics,physics,physics
10167,math,,math,math,math
10168,stat,,math,math,math
10169,cs,,cs,cs,cs
10170,math,,math,math,math
10171,cs,,cs,cs,cs
10172,cs,,cs,cs,cs
10173,physics,,math,math,physics
10174,physics,,physics,physics,physics
10175,stat,,cs,stat,stat
10176,physics,,physics,physics,physics
10177,stat,,stat,stat,stat
10178,physics,,physics,physics,physics
10179,cs,,cs,cs,cs
10180,cs,,cs,cs,cs
10181,cs,,cs,cs,cs
10182,stat,,math,math,math
10183,math,,math,math,math
10184,math,,math,math,math
10185,physics,,cs,cs,physics
10186,stat,,stat,cs,cs
10187,math,,math,math,math
10188,stat,,stat,stat,stat
10189,cs,,cs,cs,cs
10190,physics,,physics,physics,physics
10191,physics,,physics,physics,physics
10192,math,,math,math,math
10193,physics,,physics,physics,physics
10194,stat,,cs,cs,cs
10195,math,,math,math,math
10196,stat,,stat,stat,stat
10197,cs,,cs,cs,cs
10198,math,,math,cs,math
10199,math,,math,cs,math
10200,math,,math,math,math
10201,math,,math,math,math
10202,cs,,cs,cs,cs
10203,cs,,cs,cs,cs
10204,math,,math,math,math
10205,cs,,cs,cs,cs
10206,stat,,stat,stat,stat
10207,cs,,cs,cs,cs
10208,physics,,physics,physics,physics
10209,math,,math,math,math
10210,cs,,cs,cs,cs
10211,cs,,stat,cs,cs
10212,math,,math,math,math
10213,physics,,physics,physics,physics
10214,cs,,stat,cs,cs
10215,cs,,cs,cs,cs
10216,cs,,cs,cs,cs
10217,cs,,cs,cs,cs
10218,cs,,cs,cs,cs
10219,cs,,cs,cs,cs
10220,math,,math,math,math
10221,stat,,stat,stat,stat
10222,physics,,physics,physics,physics
10223,math,,math,math,math
10224,physics,,physics,physics,physics
10225,physics,,physics,physics,physics
10226,math,,math,math,math
10227,physics,,physics,physics,physics
10228,physics,,cs,cs,physics
10229,stat,,stat,cs,stat
10230,stat,,stat,stat,stat
10231,cs,,stat,cs,stat
10232,stat,,stat,cs,stat
10233,physics,,physics,physics,physics
10234,physics,,physics,physics,physics
10235,math,,math,math,math
10236,math,,math,cs,math
10237,cs,,cs,cs,cs
10238,physics,,physics,physics,physics
10239,stat,,stat,stat,stat
10240,physics,,physics,physics,physics
10241,cs,,cs,cs,cs
10242,stat,,stat,math,stat
10243,math,,math,math,math
10244,physics,,physics,physics,physics
10245,stat,,stat,stat,stat
10246,cs,,stat,cs,cs
10247,cs,,cs,cs,cs
10248,math,,math,math,math
10249,cs,,math,cs,cs
10250,physics,,math,physics,physics
10251,cs,,cs,cs,cs
10252,math,,math,math,math
10253,cs,,cs,cs,cs
10254,cs,,cs,cs,cs
10255,math,,math,cs,math
10256,math,,math,math,math
10257,cs,,cs,cs,cs
10258,physics,,physics,physics,physics
10259,physics,,physics,physics,physics
10260,cs,,stat,cs,stat
10261,physics,,math,physics,physics
10262,math,,math,math,math
10263,cs,,cs,cs,cs
10264,math,,math,math,math
10265,cs,,cs,cs,cs
10266,cs,,math,cs,cs
10267,stat,,stat,cs,stat
10268,physics,,physics,physics,physics
10269,cs,,cs,cs,cs
10270,cs,,cs,cs,cs
10271,math,,math,math,math
10272,physics,,physics,physics,physics
10273,math,,math,math,math
10274,cs,,cs,cs,cs
10275,physics,,physics,physics,physics
10276,math,,math,math,math
10277,cs,,cs,cs,cs
10278,cs,,stat,stat,cs
10279,math,,math,math,math
10280,cs,,cs,cs,cs
10281,math,,math,math,math
10282,physics,,physics,physics,physics
10283,cs,,cs,cs,cs
10284,cs,,cs,cs,cs
10285,cs,,stat,cs,cs
10286,cs,,stat,cs,cs
10287,physics,,physics,physics,physics
10288,stat,,stat,stat,stat
10289,stat,,stat,stat,stat
10290,cs,,cs,cs,cs
10291,stat,,cs,cs,math
10292,math,,stat,stat,cs
10293,cs,,cs,cs,cs
10294,stat,,stat,stat,stat
10295,stat,,stat,stat,stat
10296,cs,,cs,cs,cs
10297,physics,,physics,physics,physics
10298,physics,,physics,physics,physics
10299,physics,,physics,physics,physics
10300,math,,math,math,math
10301,cs,,cs,physics,cs
10302,physics,,physics,physics,physics
10303,math,,math,math,math
10304,cs,,cs,cs,cs
10305,stat,,stat,stat,stat
10306,physics,,physics,physics,physics
10307,cs,,cs,cs,cs
10308,physics,,physics,physics,physics
10309,cs,,cs,cs,cs
10310,physics,,physics,physics,physics
10311,cs,,cs,cs,cs
10312,cs,,stat,stat,cs
10313,math,,cs,math,math
10314,math,,math,math,math
10315,cs,,stat,cs,cs
10316,math,,math,math,math
10317,math,,math,math,math
10318,stat,,stat,stat,stat
10319,cs,,cs,physics,stat
10320,math,,math,math,math
10321,physics,,physics,physics,physics
10322,physics,,physics,physics,physics
10323,stat,,stat,physics,physics
10324,stat,,stat,stat,stat
10325,math,,math,math,cs
10326,physics,,physics,physics,physics
10327,cs,,physics,stat,cs
10328,stat,,stat,cs,stat
10329,math,,math,math,math
10330,math,,math,math,math
10331,physics,,physics,physics,physics
10332,cs,,math,cs,cs
10333,cs,,cs,cs,cs
10334,cs,,cs,cs,cs
10335,physics,,physics,physics,physics
10336,math,,math,math,math
10337,cs,,cs,cs,cs
10338,math,,math,math,math
10339,physics,,physics,physics,physics
10340,cs,,cs,cs,cs
10341,physics,,physics,physics,physics
10342,cs,,stat,stat,stat
10343,physics,,physics,physics,physics
10344,cs,,cs,cs,cs
10345,cs,,cs,cs,cs
10346,cs,,cs,cs,cs
10347,stat,,stat,cs,stat
10348,stat,,stat,cs,stat
10349,cs,,cs,cs,cs
10350,physics,,cs,math,math
10351,cs,,cs,cs,cs
10352,cs,,cs,cs,stat
10353,stat,,stat,stat,stat
10354,cs,,cs,cs,cs
10355,stat,,stat,stat,stat
10356,math,,stat,math,math
10357,math,,math,math,math
10358,math,,math,math,math
10359,math,,math,math,math
10360,math,,math,math,math
10361,physics,,physics,physics,physics
10362,physics,,physics,physics,physics
10363,math,,math,physics,math
10364,math,,math,math,math
10365,physics,,physics,physics,physics
10366,stat,,stat,stat,stat
10367,stat,,stat,stat,stat
10368,physics,,physics,physics,physics
10369,cs,,math,math,math
10370,math,,math,math,math
10371,math,,math,math,math
10372,cs,,cs,cs,cs
10373,stat,,cs,cs,cs
10374,math,,math,math,math
10375,physics,,physics,physics,physics
10376,math,,math,math,math
10377,cs,,cs,cs,cs
10378,cs,,stat,cs,cs
10379,cs,,cs,cs,cs
10380,math,,math,math,math
10381,physics,,physics,physics,physics
10382,stat,,stat,math,stat
10383,math,,cs,cs,cs
10384,math,,math,math,math
10385,math,,math,math,math
10386,math,,math,math,math
10387,math,,math,math,math
10388,physics,,physics,physics,physics
10389,physics,,physics,physics,physics
10390,math,,math,cs,math
10391,stat,,stat,stat,stat
10392,physics,,physics,physics,physics
10393,stat,,cs,cs,stat
10394,math,,stat,cs,cs
10395,cs,,cs,cs,cs
10396,physics,,physics,physics,physics
10397,math,,math,math,math
10398,cs,,stat,cs,cs
10399,cs,,stat,cs,cs
10400,physics,,physics,physics,physics
10401,math,,math,math,math
10402,stat,,stat,stat,stat
10403,math,,math,math,math
10404,math,,math,math,math
10405,stat,,stat,stat,stat
10406,math,,math,math,math
10407,math,,math,math,math
10408,cs,,cs,cs,cs
10409,cs,,cs,stat,cs
10410,stat,,stat,stat,stat
10411,math,,math,cs,math
10412,math,,math,math,math
10413,cs,,cs,cs,cs
10414,cs,,stat,stat,cs
10415,math,,math,math,math
10416,math,,math,math,math
10417,physics,,physics,physics,physics
10418,physics,,physics,physics,physics
10419,stat,,stat,cs,cs
10420,physics,,physics,physics,physics
10421,physics,,physics,physics,physics
10422,physics,,physics,physics,physics
10423,cs,,cs,cs,cs
10424,cs,,cs,cs,cs
10425,math,,math,math,math
10426,math,,math,math,math
10427,physics,,physics,physics,physics
10428,cs,,cs,cs,cs
10429,cs,,cs,cs,cs
10430,physics,,math,physics,physics
10431,math,,math,math,math
10432,cs,,cs,cs,cs
10433,stat,,stat,cs,stat
10434,math,,math,math,math
10435,cs,,cs,cs,cs
10436,math,,math,math,math
10437,stat,,cs,cs,cs
10438,physics,,stat,physics,physics
10439,cs,,cs,cs,cs
10440,stat,,stat,stat,stat
10441,stat,,stat,stat,stat
10442,physics,,physics,physics,physics
10443,cs,,cs,cs,cs
10444,cs,,cs,cs,cs
10445,math,,math,math,math
10446,cs,,cs,cs,cs
10447,math,,math,math,math
10448,stat,,cs,stat,stat
10449,cs,,cs,cs,cs
10450,cs,,cs,cs,cs
10451,physics,,physics,physics,physics
10452,cs,,cs,cs,cs
10453,math,,math,math,math
10454,cs,,stat,cs,cs
10455,physics,,physics,physics,physics
10456,math,,math,math,math
10457,cs,,cs,cs,cs
10458,math,,math,math,math
10459,math,,math,math,math
10460,math,,math,math,math
10461,stat,,stat,stat,stat
10462,stat,,cs,cs,cs
10463,physics,,physics,physics,physics
10464,cs,,stat,cs,cs
10465,physics,,physics,physics,physics
10466,physics,,physics,physics,physics
10467,cs,,cs,cs,cs
10468,physics,,physics,physics,physics
10469,physics,,physics,physics,physics
10470,cs,,stat,cs,cs
10471,cs,,cs,cs,cs
10472,cs,,cs,cs,cs
10473,cs,,cs,cs,cs
10474,stat,,stat,stat,stat
10475,math,,math,math,math
10476,math,,math,math,math
10477,stat,,stat,stat,stat
10478,physics,,physics,physics,physics
10479,stat,,math,math,math
10480,math,,math,math,math
10481,physics,,stat,physics,physics
10482,physics,,physics,physics,physics
10483,physics,,physics,physics,physics
10484,math,,cs,cs,cs
10485,physics,,cs,cs,physics
10486,stat,,cs,cs,stat
10487,stat,,cs,cs,cs
10488,stat,,stat,stat,stat
10489,math,,math,math,math
10490,math,,math,math,math
10491,math,,math,math,math
10492,math,,math,math,math
10493,physics,,physics,physics,physics
10494,physics,,physics,physics,physics
10495,stat,,stat,stat,stat
10496,stat,,stat,stat,stat
10497,math,,math,math,math
10498,stat,,stat,cs,stat
10499,cs,,cs,cs,cs
10500,physics,,physics,physics,physics
10501,cs,,cs,cs,cs
10502,math,,math,math,math
10503,stat,,stat,cs,stat
10504,cs,,cs,cs,cs
10505,physics,,physics,physics,physics
10506,math,,math,math,math
10507,stat,,stat,stat,stat
10508,physics,,cs,physics,physics
10509,cs,,cs,cs,cs
10510,physics,,physics,physics,physics
10511,cs,,stat,cs,cs
10512,math,,math,math,math
10513,cs,,stat,stat,physics
10514,math,,math,math,math
10515,physics,,physics,physics,physics
10516,physics,,physics,physics,physics
10517,physics,,physics,physics,physics
10518,physics,,physics,physics,physics
10519,cs,,cs,cs,cs
10520,math,,math,math,math
10521,math,,math,math,math
10522,math,,math,math,math
10523,physics,,stat,physics,physics
10524,math,,stat,cs,math
10525,physics,,physics,physics,physics
10526,math,,math,math,math
10527,cs,,cs,cs,cs
10528,stat,,stat,stat,stat
10529,physics,,physics,physics,physics
10530,math,,math,math,math
10531,cs,,cs,cs,cs
10532,stat,,stat,stat,stat
10533,cs,,cs,cs,cs
10534,stat,,math,math,math
10535,math,,math,math,math
10536,cs,,cs,cs,cs
10537,math,,math,math,math
10538,stat,,stat,stat,stat
10539,physics,,physics,physics,physics
10540,math,,math,cs,math
10541,cs,,cs,cs,cs
10542,math,,math,math,math
10543,stat,,stat,stat,stat
10544,cs,,cs,cs,cs
10545,physics,,physics,physics,physics
10546,physics,,physics,physics,physics
10547,math,,math,math,math
10548,stat,,stat,cs,stat
10549,math,,math,math,math
10550,physics,,physics,physics,physics
10551,math,,cs,math,math
10552,physics,,stat,stat,stat
10553,math,,math,math,math
10554,physics,,physics,physics,physics
10555,stat,,stat,stat,stat
10556,cs,,cs,cs,cs
10557,cs,,cs,cs,cs
10558,math,,math,math,math
10559,stat,,cs,stat,stat
10560,stat,,stat,stat,stat
10561,cs,,cs,cs,cs
10562,stat,,cs,stat,stat
10563,stat,,stat,stat,stat
10564,stat,,stat,cs,stat
10565,cs,,cs,cs,cs
10566,stat,,cs,cs,cs
10567,math,,physics,math,math
10568,math,,math,math,math
10569,cs,,stat,stat,cs
10570,math,,math,math,math
10571,stat,,stat,stat,stat
10572,math,,math,math,math
10573,math,,math,math,math
10574,stat,,stat,stat,stat
10575,cs,,stat,cs,cs
10576,math,,math,math,math
10577,math,,math,math,math
10578,math,,stat,stat,math
10579,math,,math,math,math
10580,cs,,cs,cs,cs
10581,physics,,stat,physics,physics
10582,cs,,cs,cs,cs
10583,cs,,cs,cs,cs
10584,cs,,cs,cs,cs
10585,math,,math,math,cs
10586,cs,,cs,cs,cs
10587,math,,math,physics,math
10588,cs,,math,physics,physics
10589,math,,math,math,math
10590,math,,math,math,math
10591,physics,,physics,physics,physics
10592,cs,,cs,cs,cs
10593,stat,,cs,stat,stat
10594,stat,,stat,stat,stat
10595,cs,,cs,cs,cs
10596,physics,,cs,physics,physics
10597,stat,,stat,stat,stat
10598,cs,,cs,cs,cs
10599,math,,math,math,math
10600,cs,,cs,cs,cs
10601,math,,math,math,math
10602,cs,,cs,cs,cs
10603,math,,math,math,math
10604,math,,math,math,math
10605,physics,,physics,physics,physics
10606,stat,,physics,physics,physics
10607,math,,math,math,math
10608,math,,math,math,math
10609,cs,,cs,math,cs
10610,math,,math,math,math
10611,math,,math,math,math
10612,stat,,stat,stat,stat
10613,math,,math,math,math
10614,cs,,cs,cs,cs
10615,physics,,physics,physics,physics
10616,math,,math,math,math
10617,cs,,cs,cs,cs
10618,physics,,physics,physics,physics
10619,cs,,stat,stat,cs
10620,math,,math,math,math
10621,math,,math,math,math
10622,math,,math,math,math
10623,cs,,cs,cs,cs
10624,physics,,physics,physics,physics
10625,cs,,physics,cs,cs
10626,physics,,physics,physics,physics
10627,cs,,cs,cs,cs
10628,cs,,cs,cs,cs
10629,math,,math,math,math
10630,physics,,physics,physics,physics
10631,physics,,physics,physics,physics
10632,math,,math,math,math
10633,cs,,stat,cs,cs
10634,math,,math,math,math
10635,cs,,cs,cs,cs
10636,math,,math,math,math
10637,physics,,physics,physics,physics
10638,math,,math,math,math
10639,math,,math,math,math
10640,cs,,cs,cs,cs
10641,cs,,cs,cs,cs
10642,cs,,stat,cs,stat
10643,cs,,cs,cs,cs
10644,stat,,stat,stat,stat
10645,physics,,physics,physics,physics
10646,stat,,stat,stat,stat
10647,math,,math,math,math
10648,physics,,physics,physics,physics
10649,cs,,stat,cs,cs
10650,cs,,stat,cs,cs
10651,cs,,cs,cs,cs
10652,math,,math,math,math
10653,cs,,stat,cs,cs
10654,physics,,physics,physics,physics
10655,physics,,physics,physics,physics
10656,physics,,physics,physics,physics
10657,math,,math,math,math
10658,math,,math,math,math
10659,stat,,stat,stat,stat
10660,math,,math,math,math
10661,cs,,stat,cs,cs
10662,math,,math,math,math
10663,math,,math,math,math
10664,cs,,cs,cs,cs
10665,cs,,cs,cs,cs
10666,stat,,stat,cs,stat
10667,math,,math,math,math
10668,stat,,stat,stat,stat
10669,cs,,cs,cs,cs
10670,math,,math,math,math
10671,physics,,physics,physics,physics
10672,math,,math,math,math
10673,math,,math,math,math
10674,physics,,physics,physics,physics
10675,cs,,cs,math,cs
10676,math,,math,math,math
10677,math,,math,math,math
10678,math,,math,math,math
10679,cs,,stat,cs,cs
10680,math,,math,math,math
10681,math,,math,math,math
10682,physics,,math,physics,math
10683,physics,,physics,physics,physics
10684,cs,,cs,cs,cs
10685,cs,,cs,cs,cs
10686,cs,,stat,stat,physics
10687,math,,math,math,cs
10688,physics,,physics,physics,physics
10689,math,,math,math,math
10690,cs,,cs,cs,cs
10691,physics,,physics,physics,physics
10692,physics,,physics,physics,physics
10693,math,,math,math,math
10694,math,,math,math,math
10695,physics,,physics,physics,physics
10696,math,,math,math,math
10697,math,,math,math,math
10698,math,,math,math,math
10699,math,,math,math,math
10700,math,,math,math,math
10701,cs,,cs,cs,cs
10702,cs,,cs,cs,cs
10703,cs,,cs,cs,cs
10704,math,,math,math,math
10705,cs,,cs,cs,physics
10706,math,,math,math,math
10707,stat,,math,math,math
10708,math,,math,math,math
10709,stat,,stat,stat,stat
10710,math,,math,math,math
10711,cs,,stat,cs,stat
10712,math,,math,math,math
10713,math,,math,math,math
10714,physics,,physics,physics,physics
10715,physics,,math,cs,math
10716,stat,,stat,stat,stat
